County_Name,State_Name,Latitude,Longitude,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03
Ripley,Indiana,39.1034769,-85.2623903,0,0,0,0,0,0,0,0,1,1,1,7,11,14,15,19,25,31,33,39,47
Ripley,Missouri,36.6527654,-90.8638924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Riverside,California,33.9817100,-117.3740400,12,14,15,15,16,22,28,30,45,46,46,105,105,183,195,233,291,371,371,493,638
Roane,Tennessee,35.8518605,-84.5170469,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3,3
Roane,West Virginia,38.7140329,-81.3482300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
Roanoke,Virginia,37.2088955,-80.0508200,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4,4,9
Roanoke City,Virginia,37.2782862,-79.9580142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,6,6,9,4
Roberts,South Dakota,45.6296767,-96.9460735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3
Robertson,Tennessee,36.5254295,-86.8705530,0,0,0,0,1,1,2,2,3,6,6,15,20,22,23,25,27,28,28,41,51
Robertson,Texas,31.0269986,-96.5127607,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2
Robeson,North Carolina,34.6400853,-79.1034738,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3
Rock,Wisconsin,42.6712076,-89.0715632,0,0,0,0,0,1,2,3,3,3,3,6,8,12,12,14,15,16,17,19,20
Rock Island,Illinois,41.5119600,-90.5760700,0,0,0,0,0,0,0,0,1,1,1,3,3,4,4,5,8,11,11,21,24
Rockbridge,Virginia,37.8145691,-79.4475621,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
Rockcastle,Kentucky,37.3650917,-84.3158671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Rockdale,Georgia,33.6542250,-84.0266835,0,0,0,0,0,0,1,2,2,5,5,10,13,16,17,18,29,45,45,57,67
Rockingham,New Hampshire,43.0495400,-70.9321600,4,4,10,14,17,17,19,25,28,28,38,56,56,75,86,100,116,137,137,170,190
Rockingham,North Carolina,36.3960434,-79.7751112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3
Rockingham,Virginia,38.5122264,-78.8759032,0,0,0,0,0,0,0,0,2,2,2,3,3,4,4,4,5,5,9,11,11
Rockland,New York,41.1523740,-74.0240103,9,12,16,22,31,53,101,262,455,592,592,968,1197,1457,1896,2209,2511,2863,3321,3751,4289
Rockwall,Texas,32.8976702,-96.4078414,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,4,5,5,10,10
Rogers,Oklahoma,36.3652212,-95.6040639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,8,10
Rolette,North Dakota,48.7724960,-99.8409788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Roosevelt,Montana,48.2956712,-105.0170353,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Roosevelt,New Mexico,34.0212519,-103.4801702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Roscommon,Michigan,44.3356117,-84.6116126,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2
Ross,Ohio,39.3376298,-83.0569997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3
Routt,Colorado,40.4849979,-106.9912189,1,1,1,1,2,2,2,2,3,3,3,6,9,12,14,16,16,17,17,23,28
Rowan,North Carolina,35.6395887,-80.5247094,0,0,0,0,0,1,2,2,2,4,4,6,12,12,12,17,18,24,24,37,44
Rush,Indiana,39.6199421,-85.4657198,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,4,4,5,7,8
Rusk,Texas,31.7960000,-95.1502000,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,4,7,11
Rusk,Wisconsin,45.4751291,-91.1331914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Russell,Alabama,32.2884931,-85.1848159,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,4
Rutherford,North Carolina,35.4023007,-81.9201200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,9,12
Rutherford,Tennessee,35.8427433,-86.4167525,1,1,1,1,1,1,1,5,8,9,9,19,27,39,46,48,57,68,68,113,127
Rutland,Vermont,43.5798276,-73.0358582,0,0,0,0,0,0,0,2,3,4,4,5,5,5,6,6,6,6,10,12,17
Sabine,Louisiana,31.5713205,-93.5272255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,4
Sacramento,California,38.5794400,-121.4908500,17,29,32,40,40,45,53,53,53,88,88,113,113,164,164,164,224,224,224,341,390
Sagadahoc,Maine,44.0195901,-69.9638600,0,0,0,0,0,0,0,1,3,3,3,4,4,4,5,7,7,7,7,10,12
Saginaw,Michigan,43.3350249,-84.0531776,0,0,0,0,0,0,0,1,2,2,2,9,10,14,19,24,36,51,71,82,90
Saguache,Colorado,38.0805528,-106.2814906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
Saipan,Northern Mariana Islands,15.1672900,145.7195800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,6,6
Salem,New Jersey,39.5766133,-75.3581075,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,3,3,12,19,20,25
Salem,Virginia,37.2861920,-80.0550664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Saline,Arkansas,34.6465881,-92.6764631,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,6,8,11,11,18,21
Saline,Illinois,37.7531396,-88.5407534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Saline,Kansas,38.7837890,-97.6499085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4
Salt Lake,Utah,40.7603100,-111.8882200,1,14,16,20,22,29,44,57,80,109,109,151,178,218,276,321,360,396,396,476,541
Saluda,South Carolina,34.0047789,-81.7296019,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
Sampson,North Carolina,34.9916072,-78.3715770,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
San Augustine,Texas,31.5289700,-94.1065100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
San Benito,California,36.5050600,-121.0833200,3,3,3,3,3,3,5,5,5,6,6,9,12,13,14,14,17,21,21,23,23
San Bernardino,California,34.1052400,-117.2941200,0,0,1,3,3,5,9,10,17,17,17,54,54,64,76,76,111,183,183,304,353
San Diego,California,32.7156800,-117.1617100,8,16,35,60,60,105,127,155,201,226,226,293,337,417,484,515,603,730,733,966,1112
San Francisco,California,37.7771200,-122.4196400,23,37,40,43,51,70,76,84,108,131,131,178,223,279,308,340,374,397,434,450,497
San Jacinto,Texas,29.2961300,-94.7831200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
San Joaquin,California,37.9347956,-121.2713112,8,8,8,13,14,17,25,31,41,51,51,71,83,90,101,113,136,151,151,173,180
San Juan,New Mexico,32.7632500,-107.9073400,0,0,0,0,0,0,0,0,1,3,3,8,14,17,18,22,27,32,32,41,50
San Juan,Utah,37.6284404,-109.7956619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,5,5
San Juan,Washington,48.5782286,-122.9629790,0,0,0,0,0,0,0,1,1,1,1,2,2,3,4,4,4,4,4,6,6
"San Juan, NM",Navajo Nation,36.7655113,-108.7019971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,22,22
"San Juan, UT",Navajo Nation,37.0354446,-110.3107879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,7
San Luis Obispo,California,35.2857900,-120.6627500,0,1,3,3,7,13,16,21,27,33,33,46,54,59,67,71,77,80,80,89,93
San Mateo,California,37.5470400,-122.3148500,26,32,41,64,80,89,100,110,117,142,142,165,195,239,274,277,309,309,388,453,486
San Miguel,Colorado,37.1043700,-104.3915100,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,4,7,9
San Miguel,New Mexico,32.1562900,-106.7356400,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
San Patricio,Texas,27.9580800,-97.7721700,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3
Sandoval,New Mexico,35.6887887,-106.8666133,0,2,2,2,4,4,6,7,7,7,7,8,10,15,15,18,23,29,29,40,66
Sandusky,Ohio,41.3562907,-83.1462254,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,4,5,5,5
Sangamon,Illinois,39.7581579,-89.6588874,0,2,2,4,3,4,4,4,4,4,4,5,5,7,8,9,12,14,14,18,20
Sanilac,Michigan,43.4235662,-82.8201259,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,5,7,7,8,10
Santa Barbara,California,34.4193800,-119.6990500,0,0,1,2,2,8,9,9,13,18,18,26,32,47,64,68,88,99,99,139,152
Santa Clara,California,37.3557900,-121.9550900,79,114,138,155,175,189,196,263,302,321,321,459,542,574,591,646,848,890,890,1019,1094
Santa Cruz,Arizona,31.9713900,-112.3431400,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3
Santa Cruz,California,36.9742400,-122.0309800,7,7,9,13,13,14,15,15,15,22,22,25,32,32,39,41,45,49,49,57,59
Santa Fe,New Mexico,35.6916800,-105.9379600,3,3,3,4,5,7,7,8,10,12,12,17,22,29,29,34,37,42,42,48,48
Santa Rosa,Florida,30.7314761,-87.0176139,1,1,1,1,0,2,3,3,4,4,4,8,12,13,16,20,36,44,44,47,48
Sarasota,Florida,27.3388900,-82.5388700,2,1,1,2,5,6,8,14,17,21,21,32,34,43,50,61,67,76,76,110,124
Saratoga,New York,43.0697400,-73.6366100,3,3,5,9,14,21,21,35,35,35,53,64,73,82,96,108,108,108,122,132,141
Sarpy,Nebraska,41.1128626,-96.1134336,0,0,0,1,1,1,2,4,5,5,8,8,8,10,11,11,14,16,16,23,24
Sauk,Wisconsin,43.4266931,-89.9483328,0,0,0,0,0,1,2,2,2,3,3,6,7,8,11,12,13,13,14,16,18
Saunders,Nebraska,41.2265170,-96.6375343,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,3,3
Schenectady,New York,42.8123800,-73.9412200,1,1,4,5,14,14,14,32,32,32,44,55,62,66,72,76,80,85,93,101,110
Schley,Georgia,32.2620079,-84.3147874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,5
Schoharie,New York,42.5882075,-74.4421359,0,0,0,0,0,1,2,1,1,1,1,2,2,3,5,5,6,6,9,9,11
Schoolcraft,Michigan,46.1965774,-86.1995897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Schuyler,New York,42.3706390,-76.9851275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3
Schuylkill,Pennsylvania,40.7058387,-76.2158594,0,0,0,0,0,0,0,0,1,3,3,7,9,13,16,21,30,38,47,54,63
Scotland,North Carolina,34.8409469,-79.4806203,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2
Scott,Arkansas,34.8607651,-94.0632803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Scott,Indiana,38.6850147,-85.7474814,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6
Scott,Iowa,41.6384021,-90.6263683,0,0,0,0,0,0,0,1,1,1,1,3,7,7,10,10,16,18,21,25,31
Scott,Kentucky,38.2914929,-84.5838803,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,6,6,6,6,11
Scott,Minnesota,44.6485110,-93.5357470,0,0,0,0,1,1,2,2,3,5,5,6,6,7,8,9,10,10,10,10,11
Scott,Mississippi,32.4064628,-89.5375934,0,0,0,0,0,0,0,0,1,1,1,3,4,6,7,7,7,10,12,13,17
Scott,Missouri,37.0522537,-89.5701181,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,5,6,6,6,7
Scott,Tennessee,36.4284069,-84.5034481,0,0,0,0,0,0,0,0,2,1,1,1,1,2,2,2,2,2,2,3,3
Scott County,Tennessee,36.4284069,-84.5034481,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Scotts Bluff,Nebraska,41.8505873,-103.7079751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3
Screven,Georgia,32.7505674,-81.6119808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
Searcy,Arkansas,35.9108624,-92.6994873,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
Sebastian,Arkansas,35.1997061,-94.2739789,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,6,8,8,8,8
Sedgwick,Kansas,37.6847605,-97.4609470,1,0,0,0,0,0,1,1,2,2,3,11,16,20,33,42,49,58,64,79,85
Seminole,Florida,28.7170014,-81.2363226,1,1,1,4,7,8,10,12,19,22,22,32,40,54,68,81,88,103,103,145,163
Seminole,Georgia,30.9479673,-84.8685677,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,5,7,6,6,6,8
Seminole,Oklahoma,35.1674811,-96.6155166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Seneca,New York,42.7900684,-76.8229227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
Seneca,Ohio,41.1238542,-83.1277248,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,4,5
Sequatchie,Tennessee,35.3711728,-85.4107115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Sequoyah,Oklahoma,35.4991234,-94.7504797,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,4,4
Sevier,Arkansas,34.0015270,-94.2459912,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Sevier,Tennessee,35.7840684,-83.5242224,0,0,1,1,1,1,1,2,1,1,1,2,3,6,6,6,7,8,8,10,13
Seward,Alaska,60.1123500,-149.4429400,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Sharkey,Mississippi,32.8797321,-90.8130519,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2
Sharp,Arkansas,36.1612111,-91.4797748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Shasta,California,40.5982800,-122.4909500,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,6,7,7,11,11
Shawnee,Kansas,39.0415156,-95.7564937,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,13,14,17,18,20,26
Sheboygan,Wisconsin,43.7497800,-87.7134300,3,3,3,3,4,6,6,6,6,6,6,7,7,7,8,8,8,11,12,16,20
Shelby,Alabama,33.1130000,-86.5836100,0,0,3,4,4,9,10,16,17,22,22,45,52,69,72,79,88,88,88,101,115
Shelby,Indiana,39.5236702,-85.7916700,0,0,0,0,0,0,1,1,1,1,1,2,2,6,10,12,13,15,19,24,26
Shelby,Iowa,41.6850871,-95.3101883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,5
Shelby,Kentucky,38.2154196,-85.1947918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4
Shelby,Missouri,39.7977380,-92.0765868,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Shelby,Ohio,40.3315791,-84.2047959,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,5,6,6,7
Shelby,Tennessee,35.1269000,-89.9253000,2,2,2,3,4,10,4,42,66,93,93,170,198,223,275,362,396,428,428,638,640
Shelby,Texas,31.7926518,-94.1560434,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,8,10
Shenandoah,Virginia,38.8584074,-78.5704545,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,6,7,8,9,10
Sherburne,Minnesota,45.4444786,-93.7740220,0,0,0,0,0,0,0,0,0,1,1,1,1,3,5,5,7,8,8,8,8
Sheridan,Wyoming,44.7979200,-106.9558700,1,1,1,2,4,4,4,4,4,4,4,4,4,5,6,6,8,10,10,10,10
Shiawassee,Michigan,42.9537374,-84.1467430,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,8,8,11,17,18
Sibley,Minnesota,44.5794765,-94.2320344,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Silver Bow,Montana,45.9954400,-112.6566100,1,1,1,1,1,1,1,2,2,2,2,4,5,7,8,9,9,10,10,11,11
Simpson,Kentucky,36.7419050,-86.5822375,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,9,9,9,5
Simpson,Mississippi,31.9131271,-89.9195071,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,5
Sioux,Iowa,43.0825879,-96.1778997,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,4,4,5
Sioux,North Dakota,46.1120376,-101.0536669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Siskiyou,California,41.5925637,-122.5407772,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,4,3,3,3,3
Skagit,Washington,48.4793302,-121.7280802,3,4,4,9,14,18,25,28,33,45,45,63,78,91,97,99,101,128,128,153,160
Skamania,Washington,46.0256631,-121.9153110,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
Slope,North Dakota,46.4471798,-103.4598111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Smith,Mississippi,32.0176813,-89.5066836,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6
Smith,Tennessee,36.2505744,-85.9566986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3
Smith,Texas,32.3750560,-95.2691026,3,4,4,5,5,5,5,10,10,10,10,16,21,27,27,31,32,36,37,53,57
Smyth,Virginia,36.8438958,-81.5370505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2
Snohomish,Washington,47.9124000,-122.0930600,133,154,200,266,310,348,385,447,480,519,519,634,778,913,912,912,1127,1229,1229,1376,1450
Snyder,Pennsylvania,40.7698504,-77.0702864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,4
Socorro,New Mexico,34.0601400,-106.8918700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,8
Solano,California,38.2779336,-121.9272405,6,6,7,7,8,8,13,13,13,21,21,31,34,34,34,34,43,49,49,61,61
Soldotna,Alaska,60.5004300,-151.0897800,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,0,0
Somerset,Maine,45.5138594,-69.9588563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
Somerset,Maryland,38.1170033,-75.7526045,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,4
Somerset,New Jersey,40.4985900,-74.5224900,1,1,5,7,16,21,28,34,51,67,67,117,179,222,258,295,349,413,472,549,641
Somerset,Pennsylvania,39.9723426,-79.0283614,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3
Sonoma,California,38.2918800,-122.4572800,1,4,5,4,8,6,9,22,22,29,29,37,44,50,54,58,66,78,78,91,95
Southampton,Virginia,36.7202932,-77.1058442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4
Southeast Fairbanks,Alaska,63.8741464,-143.2104958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Southeast Utah,Utah,37.0035773,-112.9680908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Southwest Utah,Utah,37.0035773,-112.9680908,0,1,1,1,1,1,1,1,1,5,5,5,8,9,13,0,15,0,0,0,0
Spalding,Georgia,33.2608670,-84.2842111,0,0,0,1,0,0,2,2,2,4,4,9,11,11,11,12,14,15,16,17,23
Spartanburg,South Carolina,34.9483800,-81.9349400,1,1,1,1,1,1,1,2,2,3,3,9,9,16,21,25,30,37,37,50,60
Spencer,Indiana,38.0142319,-87.0079780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Spencer,Kentucky,38.0324725,-85.3277894,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
Spink,South Dakota,44.9380374,-98.3461936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Spokane,Washington,47.6572600,-117.4122800,0,3,3,4,5,9,11,16,20,29,29,54,67,86,108,108,136,145,158,182,194
Spotsylvania,Virginia,38.2017400,-77.5885500,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,6,7,8,9,11
St. Bernard,Louisiana,29.8671500,-89.8586800,0,0,1,2,2,4,5,12,12,15,15,23,28,31,43,45,53,71,94,181,196
St. Bernard Parish,Louisiana,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Charles,Louisiana,29.9052798,-90.3824403,0,2,3,3,3,4,7,7,7,15,15,17,22,23,30,31,36,71,82,180,210
St. Charles,Missouri,38.7839400,-90.4812300,0,0,0,0,0,1,1,2,3,4,4,18,24,32,37,43,56,71,71,105,132
St. Charles Parish,Louisiana,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Clair,Alabama,33.6530000,-86.3377000,0,0,0,1,1,1,1,1,3,3,3,6,6,9,11,13,14,15,18,19,23
St. Clair,Illinois,38.4699647,-89.9274997,0,2,4,2,3,3,3,3,3,4,4,7,7,15,18,31,36,43,43,55,57
St. Clair,Michigan,42.8318900,-82.5022100,1,1,1,2,2,4,7,7,7,7,7,10,13,15,16,20,25,32,41,53,66
St. Croix,US Virgin Islands,17.7356300,-64.7479500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11
St. Croix,Wisconsin,45.7671841,-92.1481414,0,0,0,0,0,1,2,2,2,3,3,4,4,4,4,4,4,5,5,6,7
St. Francis,Arkansas,36.4533900,-90.1453800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
St. Francois,Missouri,37.8564400,-90.5187400,0,0,0,0,0,0,0,0,1,1,1,2,2,4,4,4,3,5,5,9,12
St. Helena,Louisiana,30.8219299,-90.7104038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
St. James,Louisiana,30.4182500,-91.0934400,0,0,0,0,0,1,1,1,1,8,8,14,29,40,48,55,65,77,86,110,116
St. John,US Virgin Islands,18.3387041,-64.7379487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2
St. John the Baptist,Louisiana,30.0786650,-90.5454132,0,1,1,1,1,2,6,9,9,16,16,27,38,41,54,57,75,104,118,274,290
St. Johns,Florida,30.1205100,-81.6253600,1,1,1,2,4,4,7,9,16,18,18,28,36,42,50,59,61,79,79,102,119
St. Joseph,Indiana,41.6167201,-86.2899112,1,1,1,1,1,3,6,6,8,17,17,19,21,27,31,32,36,49,57,65,72
St. Joseph,Michigan,42.1033900,-86.4852600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,8,10
St. Landry,Louisiana,30.8443600,-92.2579000,0,0,0,0,0,0,2,3,3,3,3,4,5,10,10,10,15,31,45,56,68
St. Lawrence,New York,44.1772700,-76.1677200,0,0,0,0,0,0,0,0,0,0,1,1,4,4,11,13,23,30,34,42,43
St. Louis,Minnesota,47.5864718,-92.4657678,0,0,0,0,0,0,0,1,1,2,2,3,5,5,5,10,12,12,12,13,13
St. Louis,Missouri,38.6277500,-90.1995600,2,2,2,4,4,8,10,17,55,69,90,129,173,247,313,336,366,492,492,712,794
St. Louis City,Missouri,38.6339918,-90.2478980,0,0,0,1,2,2,5,7,14,15,22,53,69,72,95,102,150,195,195,239,297
St. Lucie,Florida,27.4894800,-80.3397700,0,0,0,0,0,0,0,1,3,5,5,9,11,17,22,24,31,38,38,48,60
St. Martin,Louisiana,30.1289540,-91.6082476,0,0,0,0,0,0,0,0,0,0,0,1,2,10,13,13,20,32,41,58,69
St. Mary,Louisiana,29.7133032,-91.4481388,0,0,0,0,0,0,0,1,1,1,1,5,5,6,7,7,10,22,26,42,47
St. Mary's,Maryland,38.2340057,-76.5815755,0,0,0,0,0,0,0,0,1,1,2,2,4,4,8,9,9,15,19,27,30
St. Tammany,Louisiana,30.3940800,-89.8950700,2,2,5,6,8,10,12,22,22,47,47,67,89,111,134,138,186,220,270,399,435
St. Thomas,US Virgin Islands,18.3489900,-64.9304200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,17,17,24,24
Stafford,Kansas,38.0310040,-98.7174581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Stafford,Virginia,38.4234600,-77.4081600,0,0,0,1,2,2,2,2,5,6,6,6,11,11,11,11,20,24,28,27,29
Stanislaus,California,37.5593262,-120.9976619,2,2,3,3,5,5,5,5,5,10,10,12,17,17,23,29,33,39,39,50,51
Stanley,North Carolina,35.3119145,-80.2508748,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
Stanly,North Carolina,35.3119145,-80.2508748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,5,7
Stark,North Dakota,46.8106873,-102.6551405,0,0,0,0,0,0,0,0,0,0,0,2,5,7,9,10,10,11,14,18,19
Stark,Ohio,40.8139096,-81.3656565,2,3,3,3,3,5,6,8,10,12,12,13,16,22,25,29,44,45,52,67,72
Starke,Indiana,41.2809375,-86.6476125,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2
Starr,Texas,26.5623936,-98.7374609,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,5,5
Staunton City,Virginia,38.1592851,-79.0608033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ste. Genevieve,Missouri,37.9785400,-90.0474500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6
Stearns,Minnesota,45.5520968,-94.6137567,1,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
Steele,Minnesota,44.0223334,-93.2260761,0,0,0,0,0,0,0,2,3,3,3,5,5,5,5,5,6,6,6,6,6
Stephens,Georgia,34.5534932,-83.2958592,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,3,4,5,5,5
Stephens,Oklahoma,34.4855650,-97.8515255,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,5,6,7,8
